model,modification,original_mean_f1,modified_mean_f1,mean_f1_pct_change,p_value,significance,original_micro_f1,modified_micro_f1,micro_f1_pct_change
T5,grammatical_role,0.5818466634554514,0.5737660599106382,-1.3887857492942208,0.8588235678289359,ns,"{'micro_f1': 0.6298568507157464, 'LOCATION': {'f1': 0.7027027027027027, 'support': 81}, 'ORGANIZATION': {'f1': 0.5154639175257731, 'support': 54}, 'PERSON': {'f1': 0.7959183673469387, 'support': 53}, 'BUILDING': {'f1': 0.4615384615384615, 'support': 5}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 1}, 'EVENT': {'f1': 0.28571428571428575, 'support': 8}, 'PRODUCT': {'f1': 0.35294117647058826, 'support': 19}, 'OTHER': {'f1': 0.6666666666666666, 'support': 12}, 'ART': {'f1': 0.5714285714285714, 'support': 13}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'support': 248}","{'micro_f1': 0.6333333333333334, 'LOCATION': {'f1': 0.7403314917127072, 'support': 80}, 'ORGANIZATION': {'f1': 0.6078431372549019, 'support': 55}, 'PERSON': {'f1': 0.7291666666666667, 'support': 53}, 'BUILDING': {'f1': 0.3333333333333333, 'support': 5}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 1}, 'EVENT': {'f1': 0.28571428571428575, 'support': 8}, 'PRODUCT': {'f1': 0.3125, 'support': 19}, 'OTHER': {'f1': 0.4210526315789474, 'support': 7}, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'ART': {'f1': 0.6, 'support': 13}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'support': 244}",0.5519480519480724
T5,sentiment,0.6214192311753287,0.5929303908978706,-4.584479985206672,0.0392358672494242,*,"{'micro_f1': 0.697594501718213, 'LOCATION': {'f1': 0.7303370786516855, 'support': 81}, 'ORGANIZATION': {'f1': 0.6415094339622641, 'support': 57}, 'PERSON': {'f1': 0.806201550387597, 'support': 71}, 'BUILDING': {'f1': 0.6363636363636365, 'support': 10}, 'OTHER': {'f1': 0.7142857142857142, 'support': 31}, 'PRODUCT': {'f1': 0.47619047619047616, 'support': 23}, 'EVENT': {'f1': 0.6428571428571429, 'support': 15}, 'ART': {'f1': 0.5714285714285715, 'support': 12}, 'support': 300}","{'micro_f1': 0.6712564543889845, 'LOCATION': {'f1': 0.7159090909090907, 'support': 80}, 'ORGANIZATION': {'f1': 0.6981132075471698, 'support': 57}, 'PERSON': {'f1': 0.7230769230769231, 'support': 71}, 'ART': {'f1': 0.5454545454545454, 'support': 12}, 'OTHER': {'f1': 0.6296296296296297, 'support': 31}, 'PRODUCT': {'f1': 0.4186046511627907, 'support': 23}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 10}, 'EVENT': {'f1': 0.6428571428571429, 'support': 15}, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'support': 300}",-3.775552597441132
T5,dialectal,0.5244368393209748,0.4804821160881767,-8.381318766566705,0.0069725190839,**,"{'micro_f1': 0.6438356164383562, 'PERSON': {'f1': 0.7722772277227722, 'support': 56}, 'LOCATION': {'f1': 0.6168224299065421, 'support': 47}, 'ORGANIZATION': {'f1': 0.594059405940594, 'support': 54}, 'OTHER': {'f1': 0.7500000000000001, 'support': 21}, 'PRODUCT': {'f1': 0.35294117647058826, 'support': 17}, 'BUILDING': {'f1': 0.7499999999999999, 'support': 6}, 'ART': {'f1': 0.6666666666666667, 'support': 15}, 'EVENT': {'f1': 0.5333333333333333, 'support': 8}, 'support': 224}","{'micro_f1': 0.594847775175644, 'PERSON': {'f1': 0.7307692307692307, 'support': 56}, 'LOCATION': {'f1': 0.64, 'support': 47}, 'ORGANIZATION': {'f1': 0.5957446808510639, 'support': 54}, 'OTHER': {'f1': 0.6500000000000001, 'support': 21}, 'ART': {'f1': 0.5, 'support': 7}, 'PRODUCT': {'f1': 0.26666666666666666, 'support': 16}, 'BUILDING': {'f1': 0.7499999999999999, 'support': 6}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 2}, ""'OTHER"": {'f1': 0.0, 'support': 2}, ""'ART"": {'f1': 0.0, 'support': 8}, 'EVENT': {'f1': 0.26666666666666666, 'support': 8}, 'support': 227}",-7.608749813144655
T5,discourse,0.6101810181467044,0.5985870610870611,-1.9000848461096969,0.1987782423911721,ns,"{'micro_f1': 0.6775956284153005, 'PERSON': {'f1': 0.7956989247311829, 'support': 53}, 'PRODUCT': {'f1': 0.5, 'support': 14}, 'LOCATION': {'f1': 0.6407766990291263, 'support': 45}, 'BUILDING': {'f1': 0.6153846153846153, 'support': 7}, 'OTHER': {'f1': 0.6666666666666667, 'support': 27}, 'ORGANIZATION': {'f1': 0.6333333333333333, 'support': 31}, 'EVENT': {'f1': 0.7777777777777777, 'support': 10}, 'ART': {'f1': 0.5, 'support': 2}, 'support': 189}","{'micro_f1': 0.6554621848739496, 'PERSON': {'f1': 0.7446808510638298, 'support': 53}, 'PRODUCT': {'f1': 0.5, 'support': 14}, 'LOCATION': {'f1': 0.6391752577319588, 'support': 45}, 'BUILDING': {'f1': 0.7142857142857143, 'support': 7}, 'OTHER': {'f1': 0.72, 'support': 27}, 'ORGANIZATION': {'f1': 0.5, 'support': 31}, 'EVENT': {'f1': 0.7777777777777777, 'support': 10}, 'ART': {'f1': 0.5, 'support': 2}, 'support': 189}",-3.266467877473566
T5,typo_bias,0.5535451150157032,0.5438928571428572,-1.7437165663673593,0.0596408401525879,.,"{'micro_f1': 0.6265560165975104, 'LOCATION': {'f1': 0.5937499999999999, 'support': 56}, 'EVENT': {'f1': 0.5625, 'support': 17}, 'PERSON': {'f1': 0.7959183673469389, 'support': 52}, 'BUILDING': {'f1': 0.7368421052631577, 'support': 9}, 'ORGANIZATION': {'f1': 0.5436893203883495, 'support': 57}, 'PRODUCT': {'f1': 0.608695652173913, 'support': 13}, 'OTHER': {'f1': 0.6206896551724138, 'support': 33}, 'ART': {'f1': 0.4761904761904762, 'support': 12}, 'support': 249}","{'micro_f1': 0.6160164271047228, 'LOCATION': {'f1': 0.5999999999999999, 'support': 56}, 'EVENT': {'f1': 0.5625, 'support': 17}, 'PERSON': {'f1': 0.8041237113402062, 'support': 52}, 'BUILDING': {'f1': 0.7777777777777778, 'support': 9}, 'ORGANIZATION': {'f1': 0.5, 'support': 57}, 'PRODUCT': {'f1': 0.5833333333333334, 'support': 13}, 'OTHER': {'f1': 0.6, 'support': 33}, 'ART': {'f1': 0.45454545454545453, 'support': 12}, 'support': 249}",-1.6821464024912576
T5,compound_word,0.5426604327425121,0.5650781028517007,4.131067746342509,0.7458079242900635,ns,"{'micro_f1': 0.6551724137931035, 'LOCATION': {'f1': 0.671875, 'support': 58}, 'BUILDING': {'f1': 0.7058823529411765, 'support': 8}, 'PRODUCT': {'f1': 0.3846153846153846, 'support': 14}, 'OTHER': {'f1': 0.7272727272727272, 'support': 12}, 'ORGANIZATION': {'f1': 0.5102040816326532, 'support': 53}, 'PERSON': {'f1': 0.8641975308641975, 'support': 42}, 'EVENT': {'f1': 0.7777777777777777, 'support': 10}, 'ART': {'f1': 0.5, 'support': 10}, 'support': 207}","{'micro_f1': 0.665036674816626, 'LOCATION': {'f1': 0.6825396825396826, 'support': 57}, 'BUILDING': {'f1': 0.7777777777777777, 'support': 8}, 'PRODUCT': {'f1': 0.3846153846153846, 'support': 14}, 'OTHER': {'f1': 0.6956521739130435, 'support': 12}, 'ORGANIZATION': {'f1': 0.5050505050505051, 'support': 53}, 'PERSON': {'f1': 0.8780487804878048, 'support': 42}, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'EVENT': {'f1': 0.8421052631578948, 'support': 10}, 'ART': {'f1': 0.5333333333333333, 'support': 10}, 'support': 207}",1.5055977351692154
T5,negation,0.5337028034354238,0.533369150160594,-0.0625166801976663,0.4228625363900358,ns,"{'micro_f1': 0.6095791001451378, 'LOCATION': {'f1': 0.6504065040650407, 'support': 114}, 'ORGANIZATION': {'f1': 0.5380116959064327, 'support': 85}, 'PRODUCT': {'f1': 0.5454545454545454, 'support': 25}, 'ART': {'f1': 0.47058823529411764, 'support': 21}, 'PERSON': {'f1': 0.7777777777777778, 'support': 36}, 'BUILDING': {'f1': 0.8125, 'support': 16}, 'OTHER': {'f1': 0.5625, 'support': 30}, 'EVENT': {'f1': 0.38461538461538464, 'support': 16}, 'support': 343}","{'micro_f1': 0.5933734939759038, 'LOCATION': {'f1': 0.6470588235294117, 'support': 106}, 'ORGANIZATION': {'f1': 0.503225806451613, 'support': 82}, 'PRODUCT': {'f1': 0.5454545454545454, 'support': 25}, 'PERSON': {'f1': 0.7887323943661971, 'support': 36}, 'BUILDING': {'f1': 0.7333333333333334, 'support': 14}, 'OTHER': {'f1': 0.53125, 'support': 30}, 'ART': {'f1': 0.5, 'support': 20}, 'EVENT': {'f1': 0.38461538461538464, 'support': 16}, 'LOCATION-BASED': {'f1': 0.0, 'support': 4}, 'support': 333}",-2.6584911072862534
T5,temporal_bias,0.6174759880642233,0.6213175677299788,0.6221423569520131,0.8657723749926214,ns,"{'micro_f1': 0.7008547008547008, 'PERSON': {'f1': 0.8674698795180722, 'support': 42}, 'OTHER': {'f1': 0.6250000000000001, 'support': 25}, 'LOCATION': {'f1': 0.7737226277372263, 'support': 62}, 'ORGANIZATION': {'f1': 0.5871559633027523, 'support': 58}, 'PRODUCT': {'f1': 0.5555555555555555, 'support': 19}, 'BUILDING': {'f1': 0.6153846153846154, 'support': 5}, 'ART': {'f1': 0.5714285714285714, 'support': 9}, 'EVENT': {'f1': 0.7407407407407408, 'support': 14}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 235}","{'micro_f1': 0.7041036717062635, 'PERSON': {'f1': 0.8780487804878048, 'support': 42}, 'OTHER': {'f1': 0.6122448979591836, 'support': 25}, 'LOCATION': {'f1': 0.7647058823529411, 'support': 62}, 'ORGANIZATION': {'f1': 0.6168224299065421, 'support': 58}, 'PRODUCT': {'f1': 0.5142857142857142, 'support': 19}, 'ART': {'f1': 0.5333333333333333, 'support': 9}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 5}, 'EVENT': {'f1': 0.7692307692307692, 'support': 14}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 235}",0.46357267028395
T5,active_to_passive,0.5374528723112602,0.5498064994797021,2.2985507762413504,0.5779835933495021,ns,"{'micro_f1': 0.625, 'ORGANIZATION': {'f1': 0.5783132530120483, 'support': 41}, 'LOCATION': {'f1': 0.6363636363636365, 'support': 39}, 'PERSON': {'f1': 0.7422680412371134, 'support': 55}, 'ART': {'f1': 0.5333333333333333, 'support': 9}, 'PRODUCT': {'f1': 0.5882352941176471, 'support': 18}, 'BUILDING': {'f1': 0.5263157894736842, 'support': 10}, 'OTHER': {'f1': 0.6046511627906976, 'support': 23}, 'EVENT': {'f1': 0.4761904761904762, 'support': 12}, 'support': 207}","{'micro_f1': 0.6343825665859565, 'ORGANIZATION': {'f1': 0.6265060240963854, 'support': 41}, 'LOCATION': {'f1': 0.7415730337078651, 'support': 39}, 'PERSON': {'f1': 0.6542056074766355, 'support': 55}, 'ART': {'f1': 0.5714285714285714, 'support': 9}, 'PRODUCT': {'f1': 0.5294117647058824, 'support': 17}, 'BUILDING': {'f1': 0.5714285714285713, 'support': 10}, 'OTHER': {'f1': 0.6046511627906977, 'support': 22}, 'EVENT': {'f1': 0.45454545454545453, 'support': 12}, 'support': 205}",1.501210653753038
T5,derivation,0.5740069062319701,0.5856931266138427,2.035902400301403,0.8993771840759466,ns,"{'micro_f1': 0.6745562130177514, 'LOCATION': {'f1': 0.7207207207207207, 'support': 51}, 'BUILDING': {'f1': 0.4000000000000001, 'support': 5}, 'PERSON': {'f1': 0.9354838709677419, 'support': 30}, 'ORGANIZATION': {'f1': 0.5542168674698795, 'support': 44}, 'EVENT': {'f1': 0.5185185185185186, 'support': 15}, 'OTHER': {'f1': 0.9, 'support': 11}, 'ART': {'f1': 0.5, 'support': 4}, 'PRODUCT': {'f1': 0.23529411764705882, 'support': 10}, 'support': 170}","{'micro_f1': 0.6666666666666666, 'LOCATION': {'f1': 0.6851851851851852, 'support': 47}, 'BUILDING': {'f1': 0.6, 'support': 5}, 'PERSON': {'f1': 0.9354838709677419, 'support': 30}, 'ORGANIZATION': {'f1': 0.5641025641025642, 'support': 42}, 'EVENT': {'f1': 0.6153846153846153, 'support': 15}, 'OTHER': {'f1': 0.7999999999999999, 'support': 11}, 'ART': {'f1': 0.5, 'support': 4}, 'PRODUCT': {'f1': 0.23529411764705882, 'support': 10}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'LOCATION-NATIVE': {'f1': 0.0, 'support': 1}, 'LOCATIONAN': {'f1': 0.0, 'support': 1}, 'support': 168}",-1.1695906432748435
T5,punctuation,0.5395236397589339,0.517659281894576,-4.052530093792961,0.017537041038117,*,"{'micro_f1': 0.6411889596602971, 'LOCATION': {'f1': 0.6046511627906976, 'support': 60}, 'OTHER': {'f1': 0.6415094339622641, 'support': 30}, 'ORGANIZATION': {'f1': 0.5961538461538463, 'support': 56}, 'EVENT': {'f1': 0.6153846153846153, 'support': 14}, 'PERSON': {'f1': 0.8247422680412372, 'support': 51}, 'PRODUCT': {'f1': 0.41379310344827586, 'support': 17}, 'ART': {'f1': 0.625, 'support': 10}, 'BUILDING': {'f1': 0.5882352941176471, 'support': 8}, 'support': 246}","{'micro_f1': 0.6021505376344085, 'LOCATION': {'f1': 0.5826771653543308, 'support': 58}, 'OTHER': {'f1': 0.5660377358490566, 'support': 30}, 'ORGANIZATION': {'f1': 0.54, 'support': 56}, 'ART': {'f1': 0.588235294117647, 'support': 10}, 'EVENT': {'f1': 0.5925925925925927, 'support': 14}, 'PERSON': {'f1': 0.8085106382978724, 'support': 50}, 'PRODUCT': {'f1': 0.3448275862068966, 'support': 17}, 'BUILDING': {'f1': 0.625, 'support': 8}, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'EVENTTO': {'f1': 0.0, 'support': 1}, 'support': 245}",-6.088442640461434
T5,casual,0.4505776157630377,0.4573005798549276,1.492076804682091,0.5346634205793379,ns,"{'micro_f1': 0.5526315789473684, 'ART': {'f1': 0.6, 'support': 13}, 'ORGANIZATION': {'f1': 0.5174825174825175, 'support': 74}, 'PERSON': {'f1': 0.7500000000000001, 'support': 42}, 'PRODUCT': {'f1': 0.380952380952381, 'support': 23}, 'LOCATION': {'f1': 0.6046511627906976, 'support': 57}, 'EVENT': {'f1': 0.25, 'support': 5}, 'OTHER': {'f1': 0.11111111111111112, 'support': 10}, 'BUILDING': {'f1': 0.5, 'support': 6}, 'support': 230}","{'micro_f1': 0.5257985257985258, 'ART': {'f1': 0.6363636363636364, 'support': 13}, 'ORGANIZATION': {'f1': 0.45, 'support': 72}, 'PERSON': {'f1': 0.717948717948718, 'support': 42}, 'PRODUCT': {'f1': 0.5263157894736841, 'support': 23}, 'LOCATION': {'f1': 0.5283018867924528, 'support': 56}, 'EVENT': {'f1': 0.25, 'support': 5}, 'OTHER': {'f1': 0.14285714285714288, 'support': 10}, 'BUILDING': {'f1': 0.5882352941176471, 'support': 6}, ""'OTHER"": {'f1': 0.0, 'support': 1}, 'NON-ORGANIZATION': {'f1': 0.0, 'support': 1}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 2}, 'support': 231}",-4.855504855504842
T5,geographical_bias,0.6138138261840683,0.6309373360843947,2.7896911359555245,0.6739490574515854,ns,"{'micro_f1': 0.5422222222222223, 'ORGANIZATION': {'f1': 0.4285714285714286, 'support': 140}, 'EVENT': {'f1': 0.463768115942029, 'support': 37}, 'LOCATION': {'f1': 0.6625000000000001, 'support': 72}, 'PRODUCT': {'f1': 0.19999999999999998, 'support': 29}, 'PERSON': {'f1': 1.0, 'support': 37}, 'OTHER': {'f1': 1.0, 'support': 4}, 'BUILDING': {'f1': 0.5, 'support': 10}, 'support': 329}","{'micro_f1': 0.6123778501628665, 'LOCATION': {'f1': 0.7954545454545455, 'support': 84}, 'ORGANIZATION': {'f1': 0.5596330275229358, 'support': 104}, 'EVENT': {'f1': 0.6037735849056605, 'support': 28}, 'PRODUCT': {'f1': 0.1951219512195122, 'support': 23}, 'PERSON': {'f1': 0.8, 'support': 39}, 'OTHER': {'f1': 0.125, 'support': 12}, 'BUILDING': {'f1': 0.4210526315789474, 'support': 12}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 1}, 'ART': {'f1': 0.0, 'support': 9}, 'NON-ENTITY': {'f1': 0.0, 'support': 1}, 'support': 313}",12.93853793987291
