text,label,pred,raw_output,modified_pred
"Xiongnu had been incessantly attacking the Xiyu (central Asia) kingdom of Wusun, whose queen was the Han princess Liu Jieyou).","[{'Xiongnu': 'LOCATION'}, {'Xiyu': 'LOCATION'}, {'Asia': 'LOCATION'}, {'Wusun': 'LOCATION'}, {'Han': 'LOCATION'}, {'Liu Jieyou': 'PERSON'}]",[],"[{'text': 'Xiongnu', 'value': 'ORGANIZATION'}, {'text': 'Xiyu', 'value': 'LOCATION'}, {'text': 'Wusun', 'value': 'LOCATION'}, {'text': 'Han', 'value': 'ORGANIZATION'}, {'text': 'Liu Jieyou', 'value': 'PERSON'}]",[]
"Despite the 3-hour running time and its sometimes slow pace, it proved enormously popular with the public and put Jacques Feyder into the front rank of French film-makers.","[{'Jacques Feyder': 'PERSON'}, {'French': 'LOCATION'}]",[],"[{'text': 'Jacques Feyder', 'value': 'PERSON'}]",[]
The Rake's Progress is a 1945 British comedy-drama film.,"[{""The Rake's Progress"": 'ART'}, {'British': 'LOCATION'}]",[],"[{'text': 'The Rake\'s Progress', 'value': 'ART'}]",[]
"As an MP, McGhee was described as an orthodox Irish nationalist.","[{'McGhee': 'PERSON'}, {'orthodox Irish': 'ORGANIZATION'}]",[],"The list of named entities in the text: [{'text': 'McGhee', 'value': 'PERSON'}].",[]
Saab gave Mr Gilbert a Saab 9-5 Aero.,"[{'Saab': 'ORGANIZATION'}, {'Gilbert': 'PERSON'}, {'Saab 9-5 Aero': 'PRODUCT'}]",[],"[{'text': 'Saab', 'value': 'ORGANIZATION'}, {'text': 'Mr Gilbert', 'value': 'PERSON'}, {'text': 'Saab 9-5 Aero', 'value': 'PRODUCT'}]",[]
"Having been developed as a player through Dundee United's youth system, Walker made six league appearances for the United first team, his last coming in September 1997.","[{'Dundee United': 'ORGANIZATION'}, {'Walker': 'PERSON'}, {'United': 'ORGANIZATION'}]",[],"[{'text': 'Dundee United', 'value': 'ORGANIZATION'}, {'text': 'Walker', 'value': 'PERSON'}]",[]
"He was awarded the Distinguished Flying Cross during World War II for his service as a de Havilland Mosquito night-fighter pilot with the Royal Canadian Air Force, having destroyed four enemy aircraft, including the first Mistel composite ``piggyback'' aircraft.","[{'Distinguished Flying Cross': 'OTHER'}, {'World War II': 'EVENT'}, {'de Havilland Mosquito': 'PRODUCT'}, {'Royal Canadian Air Force': 'ORGANIZATION'}, {""Mistel composite ``piggyback'' aircraft"": 'PRODUCT'}]",[],"[{'text': 'Distinguished Flying Cross', 'value': 'OTHER'}, {'text': 'World War II', 'value': 'EVENT'}, {'text': 'de Havilland Mosquito', 'value': 'PRODUCT'}, {'text': 'Royal Canadian Air Force', 'value': 'ORGANIZATION'}, {'text': 'Mistel', 'value': 'PRODUCT'}]",[]
"In 1919 Gagnon married Lucile Rodier, also a pupil of William Bremner.","[{'Gagnon': 'PERSON'}, {'Lucile Rodier': 'PERSON'}, {'William Bremner': 'PERSON'}]",[],"[{'text': 'Gagnon', 'value': 'PERSON'}, {'text': 'Lucile Rodier', 'value': 'PERSON'}, {'text': 'William Bremner', 'value': 'PERSON'}]",[]
It is the birthplace of actor John Wayne.,[{'John Wayne': 'PERSON'}],[],"[{'text': 'John Wayne', 'value': 'PERSON'}]",[]
The Central Bank of Brazil is the central bank and the issuing authority.,[{'Central Bank of Brazil': 'ORGANIZATION'}],[],"[{'text': 'Central Bank of Brazil', 'value': 'ORGANIZATION'}]",[]
"Graduating with a BA in Psychology, and a minor in Criminology.",[{'BA': 'OTHER'}],[],"[{'text': 'Psychology', 'value': 'OTHER'}, {'text': 'Criminology', 'value': 'OTHER'}]",[]
It is a part of the National Highway network linking the state capital cities Adelaide to Melbourne and signed as National Highway M1.,"[{'Adelaide': 'LOCATION'}, {'Melbourne': 'LOCATION'}, {'National Highway M1': 'LOCATION'}]",[],"[{'text': 'National Highway network', 'value': 'ORGANIZATION'}, {'text': 'Adelaide', 'value': 'LOCATION'}, {'text': 'Melbourne', 'value': 'LOCATION'}, {'text': 'National Highway M1', 'value': 'ORGANIZATION'}]",[]
"The men's individual road race at the 1956 Summer Olympics in Melbourne, Australia, was held on Friday 7 December 1956.","[{'Summer Olympics': 'EVENT'}, {'Melbourne': 'LOCATION'}, {'Australia': 'LOCATION'}]",[],"[{'text': '1956 Summer Olympics', 'value': 'EVENT'}, {'text': 'Melbourne', 'value': 'LOCATION'}, {'text': 'Australia', 'value': 'LOCATION'}]",[]
Natesan stood as the UNP's candidate in Kankesanthurai at the 1947 parliamentary elections but was defeated by the All Ceylon Tamil Congress (ACTC) candidate S.J.V.Chelvanayakam.,"[{'Natesan': 'PERSON'}, {'UNP': 'ORGANIZATION'}, {'Kankesanthurai': 'LOCATION'}, {'All Ceylon Tamil Congress': 'ORGANIZATION'}, {'ACTC': 'ORGANIZATION'}, {'Chelvanayakam': 'PERSON'}]",[],"[{'text':'Natesan', 'value':'PERSON'}, {'text':'UNP', 'value':'ORGANIZATION'}, {'text':'Kankesanthurai', 'value':'LOCATION'}, {'text':'1947 parliamentary elections', 'value':'EVENT'}, {'text':'All Ceylon Tamil Congress (ACTC)', 'value':'ORGANIZATION'}, {'text':'S.J.V.Chelvanayakam', 'value':'PERSON'}]",[]
He also was trained at the Royal Danish Academy of Fine Arts in Copenhagen under Professor Einar Utzon-Frank from 1945-1946.,"[{'Royal Danish Academy of Fine Arts': 'ORGANIZATION'}, {'Copenhagen': 'LOCATION'}, {'Einar Utzon-Frank': 'PERSON'}]",[],"[{'text': 'Royal Danish Academy of Fine Arts', 'value': 'ORGANIZATION'}, {'text': 'Copenhagen', 'value': 'LOCATION'}, {'text': 'Einar Utzon-Frank', 'value': 'PERSON'}]",[]
The 20Q AI can draw its own conclusions on how to interpret the information.,[{'20Q AI': 'PRODUCT'}],[],"[{'text': '20Q AI', 'value': 'PRODUCT'}]",[]
He is mayor of Moerbeke-Waas since 2013 and member of the Belgian Federal Parliament since 2019.,"[{'Moerbeke-Waas': 'LOCATION'}, {'Belgian Federal Parliament': 'ORGANIZATION'}]",[],"[{'text': 'Moerbeke-Waas', 'value': 'LOCATION'}, {'text': 'Belgian Federal Parliament', 'value': 'ORGANIZATION'}]",[]
It was also shortlisted for the 2012 Forward Prize for Best First Collection.,[{'Forward Prize for Best First Collection': 'OTHER'}],[],"[{'text': '2012 Forward Prize for Best First Collection', 'value': 'EVENT'}]",[]
"Nevestino's name roughly means ``the bride's [ place, field ]'', from the word`` nevesta'' (\u043d\u0435\u0432\u0435\u0441\u0442\u0430), ``bride'', attested in Old Bulgarian.",[{'Nevestino': 'LOCATION'}],[],"[{'text': 'Nevestino', 'value': 'LOCATION'}, {'text': 'Old Bulgarian', 'value': 'OTHER'}]",[]
"A second phase of work, conducted between 1890 and 1893, involved the construction of the east relief bridge along with the refurbishment of the west bridge.",[],[],"[{'text': 'east relief bridge', 'value': 'BUILDING'}, {'text': 'west bridge', 'value': 'BUILDING'}]",[]
"All lyrics written by Kellin Quinn and Jesse Lawson unless noted, all music composed by Sleeping with Sirens","[{'Kellin Quinn': 'PERSON'}, {'Jesse Lawson': 'PERSON'}]",[],"[{'text': 'Kellin Quinn', 'value': 'PERSON'}, {'text': 'Jesse Lawson', 'value': 'PERSON'}, {'text': 'Sleeping with Sirens', 'value': 'ORGANIZATION'}]",[]
"Over 50 miles of the long-distance Ozark Trail were damaged, requiring many months of repairs to rehabilitate.",[{'Ozark Trail': 'LOCATION'}],[],"[{'text': 'Ozark Trail', 'value': 'LOCATION'}]",[]
"Caunter remained a regular character until new executive producer Louise Berridge axed him in 2003, a decision which she later stated she regretted.","[{'Caunter': 'PERSON'}, {'Louise Berridge': 'PERSON'}]",[],"[{'text': 'Caunter', 'value': 'PERSON'}, {'text': 'Louise Berridge', 'value': 'PERSON'}]",[]
"The fleet finally sailed in 364, but modern scholars believe that Epaminondas achieved no lasting gains for Thebes on this voyage.",[{'Thebes': 'LOCATION'}],[],"[{'text': 'Epaminondas', 'value': 'PERSON'}, {'text': 'Thebes', 'value': 'LOCATION'}]",[]
"Lord Aberdeen died in August 1801, aged 79.",[{'Aberdeen': 'PERSON'}],[],"[{'text': 'Lord Aberdeen', 'value': 'PERSON'}]",[]
"Former Blizzard North members who joined Castaway Entertainment include Michael Scandizzo, Stefan Scandizzo, Alan Ackerman, Steven Woo, Rick Seis, Ted Bisson, Bruno Bowden, Peter Brevik, Michael Huang, Kelly Johnson (artist), Michio Okamura, Tom Ricket (also known as Sluggy Freelance's Shirt Guy Tom), and Fredrick Vaught (after whom the Halls of Vaught in Diablo II were named).","[{'Blizzard North': 'ORGANIZATION'}, {'Castaway Entertainment': 'ORGANIZATION'}, {'Michael Scandizzo': 'PERSON'}, {'Stefan Scandizzo': 'PERSON'}, {'Alan Ackerman': 'PERSON'}, {'Steven Woo': 'PERSON'}, {'Rick Seis': 'PERSON'}, {'Ted Bisson': 'PERSON'}, {'Bruno Bowden': 'PERSON'}, {'Peter Brevik': 'PERSON'}, {'Michael Huang': 'PERSON'}, {'Kelly Johnson': 'PERSON'}, {'Michio Okamura': 'PERSON'}, {'Tom Ricket': 'PERSON'}, {""Sluggy Freelance's Shirt Guy Tom"": 'PERSON'}, {'Fredrick Vaught': 'PERSON'}, {'Halls of Vaught': 'LOCATION'}, {'Diablo II': 'PRODUCT'}]",[],"[
  {'text': 'Blizzard North', 'value': 'ORGANIZATION'},
  {'text': 'Castaway Entertainment', 'value': 'ORGANIZATION'},
  {'text': 'Michael Scandizzo', 'value': 'PERSON'},
  {'text': 'Stefan Scandizzo', 'value': 'PERSON'},
  {'text': 'Alan Ackerman', 'value': 'PERSON'},
  {'text': 'Steven Woo', 'value': 'PERSON'},
  {'text': 'Rick Seis', 'value': 'PERSON'},
  {'text': 'Ted Bisson', 'value': 'PERSON'},
  {'text': 'Bruno Bowden', 'value': 'PERSON'},
  {'text': 'Peter Brevik', 'value': 'PERSON'},
  {'text': 'Michael Huang', 'value': 'PERSON'},
  {'text': 'Kelly Johnson', 'value': 'PERSON'},
  {'text': 'Michio Okamura', 'value': 'PERSON'},
  {'text': 'Tom Ricket', 'value': 'PERSON'},
  {'text': 'Fredrick Vaught', 'value': 'PERSON'},
  {'text': 'Diablo II', 'value': 'PRODUCT'},
  {'text': 'Halls of Vaught', 'value': 'LOCATION'}
]",[]
"On 2 September 2006, al-Bashir agreed to pardon and release Tomo Kri\u017enar.","[{'al-Bashir': 'PERSON'}, {'Tomo Kri\\u017enar': 'PERSON'}]",[],"[{'text': 'al-Bashir', 'value': 'PERSON'}, {'text': 'Tomo Križenar', 'value': 'PERSON'}]",[]
Nick Strange and Ben Helm competed in the L ightweight double sculls and Lightweight four at the Atlanta Olympic Games in 1996.,"[{'Nick Strange': 'PERSON'}, {'Ben Helm': 'PERSON'}, {'ightweight double sculls and Lightweight four': 'ORGANIZATION'}, {'Atlanta Olympic Games': 'LOCATION'}]",[],"[{'text': 'Nick Strange', 'value': 'PERSON'}, {'text': 'Ben Helm', 'value': 'PERSON'}, {'text': 'L ightweight double sculls', 'value': 'EVENT'}, {'text': 'Lightweight four', 'value': 'EVENT'}, {'text': 'Atlanta Olympic Games', 'value': 'EVENT'}]",[]
"``Pointe G\u00fcssfeldt`` (4,112 m), the highest summit on the Aiguille Blanche de Peuterey is named after him, as is the ``G\u00fcssfeldtsattel``, the col between Piz Scerscen and Piz Roseg also known as the ``Porta da Roseg``.","[{'Pointe G\\u00fcssfeldt': 'LOCATION'}, {'Aiguille Blanche de Peuterey': 'LOCATION'}, {'G\\u00fcssfeldtsattel': 'LOCATION'}, {'Piz Scerscen': 'LOCATION'}, {'Piz Roseg also': 'LOCATION'}, {'Porta da Roseg': 'LOCATION'}]",[],"[{'text': 'Pointe Güssfeldt', 'value': 'LOCATION'}, {'text': 'Aiguille Blanche de Peuterey', 'value': 'LOCATION'}, {'text': 'Güssfeldtsattel', 'value': 'LOCATION'}, {'text': 'Piz Scerscen', 'value': 'LOCATION'}, {'text': 'Piz Roseg', 'value': 'LOCATION'}, {'text': 'Porta da Roseg', 'value': 'LOCATION'}]",[]
Conjunctions are connect two or more ideas into a single sentence.There are also disjunctive conjunctions to separate two or more mutually exclusive options presented in a sentence.,[],[],[],[]
"Therefore, the total RER misalignment is given by the extent to which economic fundamentals differ from their long-run sustainable levels.",[],[],"[{'text': 'RER', 'value': 'OTHER'}]",[]
He and teammate Mohd Zaiza Zainal Abidin was sold to Pahang for the 2011 season.,"[{'Mohd Zaiza Zainal Abidin': 'PERSON'}, {'Pahang': 'ORGANIZATION'}]",[],"[{'text': 'Mohd Zaiza Zainal Abidin', 'value': 'PERSON'}, {'text': 'Pahang', 'value': 'ORGANIZATION'}, {'text': '2011 season', 'value': 'EVENT'}]",[]
"Dream 10: Welterweight Grand Prix 2009 Final Round was an event held on July 20, 2009 at the Saitama Super Arena in Saitama, Saitama, Japan.","[{'Welterweight Grand Prix 2009 Final Round': 'EVENT'}, {'Saitama Super Arena': 'BUILDING'}, {'Saitama': 'LOCATION'}, {'Saitama': 'LOCATION'}, {'Japan': 'LOCATION'}]",[],"[{'text': 'Dream 10: Welterweight Grand Prix 2009 Final Round', 'value': 'EVENT'}, {'text': 'Saitama Super Arena', 'value': 'BUILDING'}, {'text': 'Saitama', 'value': 'LOCATION'}, {'text': 'Saitama', 'value': 'LOCATION'}, {'text': 'Japan', 'value': 'LOCATION'}]",[]
There are several makers of reproduction equipment and many artists work with collodion around the globe.,[],[],"[{'text': 'collodion', 'value': 'PRODUCT'}]",[]
Section 1 (2) of this act affirmed the provision in the Treaty that the position of Ireland remained a matter for the Parliament of Northern Ireland:,"[{'Treaty': 'OTHER'}, {'Parliament of Northern Ireland': 'ORGANIZATION'}]",[],"[{'text': 'Treaty', 'value': 'EVENT'}, {'text': 'Ireland', 'value': 'LOCATION'}, {'text': 'Parliament of Northern Ireland', 'value': 'ORGANIZATION'}]",[]
Her next appearance was at the Hotel del Coronado in 1892.,[{'Hotel del Coronado': 'BUILDING'}],[],"[{'text': 'Hotel del Coronado', 'value': 'BUILDING'}]",[]
"Later, in 1215, the lands were passed into the hands of Simon's cousin, Ranulph de Meschines, 4th Earl of Chester.","[{'Simon': 'PERSON'}, {'Ranulph de Meschines': 'PERSON'}, {'Chester': 'LOCATION'}]",[],"[{'text': 'Simon', 'value': 'PERSON'}, {'text': 'Ranulph de Meschines', 'value': 'PERSON'}, {'text': '4th Earl of Chester', 'value': 'OTHER'}]",[]
Large donations have kept the ship berthed at its Philadelphia dock while the group continues to further investigate restoration plans.,[],[],"[{'text': 'Philadelphia', 'value': 'LOCATION'}]",[]
The film was commercially successful.,[],[],[],[]
"The other higher main peak is named North Twin, with a height of.",[{'North Twin': 'LOCATION'}],[],"[{'text': 'North Twin', 'value': 'LOCATION'}]",[]
"However, scopolamine has greater effects on the central nervous system (CNS) than atropine due to its ability to cross the blood\u2013brain barrier.","[{'scopolamine': 'OTHER'}, {'atropine': 'OTHER'}]",[],"[{'text': 'scopolamine', 'value': 'PRODUCT'}, {'text': 'atropine', 'value': 'PRODUCT'}, {'text': 'central nervous system (CNS)', 'value': 'OTHER'}, {'text': 'blood–brain barrier', 'value': 'OTHER'}]",[]
His burial in 1791 after a funeral in the Stephansdom simply followed the regulations of the day.,[{'Stephansdom': 'BUILDING'}],[],"[{'text': 'Stephansdom', 'value': 'BUILDING'}]",[]
He worked as a teacher and was principal of St Patrick's College in Dungiven for many years.,"[{""St Patrick's College"": 'ORGANIZATION'}, {'Dungiven': 'LOCATION'}]",[],"[{'text': 'St Patrick\'s College', 'value': 'ORGANIZATION'}, {'text': 'Dungiven', 'value': 'LOCATION'}]",[]
The Golden Gate Bridge had a permanent movable barrier system installed in January 2015.,[{'Golden Gate Bridge': 'LOCATION'}],[],"[{'text': 'Golden Gate Bridge', 'value': 'BUILDING'}]",[]
Ajax TOCCO is located outside city limits.,[],[],"[{'text': 'Ajax TOCCO', 'value': 'ORGANIZATION'}]",[]
82.,[],[],[],[]
He successfully led Paris's bid for the 2024 Summer Olympics and is serving as the head of the organizing committee for those games.,"[{'Paris': 'LOCATION'}, {'Summer Olympics': 'EVENT'}]",[],"[{'text': 'Paris', 'value': 'LOCATION'}, {'text': '2024 Summer Olympics', 'value': 'EVENT'}, {'text': 'organizing committee', 'value': 'ORGANIZATION'}]",[]
"These implementations originally come from NetBSD, and support decompression of bzip2 and the Unix pack format.","[{'NetBSD': 'PRODUCT'}, {'bzip2': 'PRODUCT'}, {'Unix pack format': 'PRODUCT'}]",[],"[{'text': 'NetBSD', 'value': 'ORGANIZATION'}, {'text': 'bzip2', 'value': 'PRODUCT'}, {'text': 'Unix', 'value': 'PRODUCT'}]",[]
"``Mestakung`` was directed by John de Rantau, best known for the Academy Award -submitted ``Denias Senandung Di Atas Awan`` (``Denias, Singing on the Cloud`` ; 2006) and ``Obama Anak Menteng`` (``Obama, Child of Menteng`` (2009).","[{'Mestakung': 'ART'}, {'John de Rantau': 'PERSON'}, {'Academy Award': 'OTHER'}, {'Denias Senandung Di Atas Awan': 'ART'}, {'Denias, Singing on the Cloud': 'ART'}, {'Obama Anak Menteng': 'ART'}, {'Obama, Child of Menteng': 'ART'}]",[],"[
  {'text': 'Mestakung', 'value': 'ART'}, 
  {'text': 'John de Rantau', 'value': 'PERSON'}, 
  {'text': 'Academy Award', 'value': 'EVENT'}, 
  {'text': 'Denias Senandung Di Atas Awan', 'value': 'ART'}, 
  {'text': 'Denias, Singing on the Cloud', 'value': 'ART'}, 
  {'text': 'Obama Anak Menteng', 'value': 'ART'}, 
  {'text': 'Obama, Child of Menteng', 'value': 'ART'}, 
  {'text': 'Menteng', 'value': 'LOCATION'}
]",[]
"Dreamscape is a 1984 American dark science-fiction adventure horror film directed by Joseph Ruben and written by David Loughery, with Chuck Russell and Ruben co-writing.","[{'Dreamscape': 'ART'}, {'American': 'LOCATION'}, {'Joseph Ruben': 'PERSON'}, {'David Loughery': 'PERSON'}, {'Chuck Russell': 'PERSON'}, {'Ruben': 'PERSON'}]",[],"[{'text': 'Dreamscape', 'value': 'PRODUCT'}, {'text': 'Joseph Ruben', 'value': 'PERSON'}, {'text': 'David Loughery', 'value': 'PERSON'}, {'text': 'Chuck Russell', 'value': 'PERSON'}, {'text': 'Ruben', 'value': 'PERSON'}]",[]
"At the height of the project, over 200 German officers participated, including Heinz Guderian and Franz Halder.","[{'German': 'LOCATION'}, {'Heinz Guderian': 'PERSON'}, {'Franz Halder': 'PERSON'}]",[],"[{'text': 'Heinz Guderian', 'value': 'PERSON'}, {'text': 'Franz Halder', 'value': 'PERSON'}]",[]
"The current operators, Ace Radio Broadcasters purchased 3YB in 1995.","[{'Ace Radio Broadcasters': 'ORGANIZATION'}, {'3YB': 'ORGANIZATION'}]",[],"[{'text': 'Ace Radio Broadcasters', 'value': 'ORGANIZATION'}, {'text': '3YB', 'value': 'OTHER'}]",[]
"However, it will dissolve in hydrochloric and sulfuric acid, especially when fluorine is present.","[{'hydrochloric': 'OTHER'}, {'sulfuric acid': 'OTHER'}, {'fluorine': 'OTHER'}]",[],"[{'text': 'hydrochloric', 'value': 'PRODUCT'}, {'text': 'sulfuric acid', 'value': 'PRODUCT'}, {'text': 'fluorine', 'value': 'PRODUCT'}]",[]
"The over mountain retreat has unique design features with strong Asian influences, stemming from his earliest inspirations at the time like Shosoin Treasure House in Nara, Japan, among others.","[{'Asian': 'LOCATION'}, {'Shosoin Treasure House': 'BUILDING'}, {'Nara': 'LOCATION'}, {'Japan': 'LOCATION'}]",[],"[{'text': 'Shosoin Treasure House', 'value': 'BUILDING'}, {'text': 'Nara', 'value': 'LOCATION'}, {'text': 'Japan', 'value': 'LOCATION'}]",[]
Human Rights Watch also accused Ansar al-Islam fighters of torturing prisoners and summarily executing captured PUK soldiers.,"[{'Human Rights Watch': 'ORGANIZATION'}, {'Ansar al-Islam': 'ORGANIZATION'}, {'PUK': 'ORGANIZATION'}]",[],"[{'text': 'Human Rights Watch', 'value': 'ORGANIZATION'}, {'text': 'Ansar al-Islam', 'value': 'ORGANIZATION'}, {'text': 'PUK', 'value': 'ORGANIZATION'}]",[]
Today the reservoir is attended by Yorkshire Water staff who can gain vehicular access to the valve house through a locked gate and gravel track that runs along the top of the dam wall.,[{'Yorkshire Water': 'ORGANIZATION'}],[],"[{'text': 'Yorkshire Water', 'value': 'ORGANIZATION'}, {'text': 'valve house', 'value': 'BUILDING'}, {'text': 'dam wall', 'value': 'BUILDING'}]",[]
"While a student, he was hired by the Hillman Library to work the circulation desk of the Spoken Arts Collection.",[{'Hillman Library': 'BUILDING'}],[],"[{'text': 'Hillman Library', 'value': 'BUILDING'}, {'text': 'Spoken Arts Collection', 'value': 'ART'}]",[]
"In 1898, James Cullen founded the Pioneer Total Abstinence Association in response to the fading influence of the original temperance pledge and this organisation remains active to this day.","[{'James Cullen': 'PERSON'}, {'Pioneer Total Abstinence Association': 'ORGANIZATION'}]",[],"[{'text': 'James Cullen', 'value': 'PERSON'}, {'text': 'Pioneer Total Abstinence Association', 'value': 'ORGANIZATION'}]",[]
"Its promotion, however, is visible almost everywhere: in classroom posters, banners on the street, and electronic display boards for the preparation of the 2008 Olympics, and World Expo 2010 in Shanghai.","[{'2008 Olympics': 'EVENT'}, {'World Expo 2010': 'EVENT'}, {'Shanghai': 'LOCATION'}]",[],"[{'text': '2008 Olympics', 'value': 'EVENT'}, {'text': 'World Expo 2010', 'value': 'EVENT'}, {'text': 'Shanghai', 'value': 'LOCATION'}]",[]
"By 2011 the number of Blimpie locations had fallen to 739 stores, and revenue was down to just over $ 110 million.",[{'Blimpie': 'ORGANIZATION'}],[],"[{'text': 'Blimpie', 'value': 'ORGANIZATION'}]",[]
"Fud\u014d My\u014d\u014d is found in Shingon Buddhism as a guardian deity, (and patron of martial arts) who is portrayed as carrying a sword in his right hand (to cut through delusions and ignorance) and a rope in his left (to bind ``evil forces'' and violent or uncontrolled passions and emotions).",[{'Shingon Buddhism': 'ORGANIZATION'}],[],"[{'text': 'Fudō Myōō', 'value': 'PERSON'}, {'text': 'Shingon Buddhism', 'value': 'ORGANIZATION'}]",[]
Each of the platforms was long.,[],[],[],[]
Soon he moved from open mic night to a regular spot on the show ``Catch a Rising Star`` at the MGM Grand Hotel and Casino.,"[{'Catch a Rising Star': 'EVENT'}, {'MGM Grand Hotel and Casino': 'BUILDING'}]",[],"[
  {'text': 'Catch a Rising Star', 'value': 'EVENT'},
  {'text': 'MGM Grand Hotel and Casino', 'value': 'BUILDING'}
]",[]
It contains 65 listed buildings that are recorded in the National Heritage List for England.,[{'England': 'LOCATION'}],[],"[{'text': 'National Heritage List for England', 'value': 'PRODUCT'}]",[]
"Players vote to form a union, United States Football League Players Association, with former Buffalo Bills linebacker Doug Allen serving as executive director.","[{'United States Football League Players Association': 'ORGANIZATION'}, {'Buffalo Bills': 'ORGANIZATION'}, {'Doug Allen': 'PERSON'}]",[],"[{'text': 'United States Football League Players Association', 'value': 'ORGANIZATION'}, {'text': 'Buffalo Bills', 'value': 'ORGANIZATION'}, {'text': 'Doug Allen', 'value': 'PERSON'}]",[]
"The Leeward Antilles islands Aruba, Bonaire, and Cura\u00e7ao, which lie in the Caribbean Sea off the coast of Venezuela, were formerly thought to represent the submerged peaks of the extreme northern edge of the Andes range, but ongoing geological studies indicate that such a simplification does not do justice to the complex tectonic boundary between the South American and Caribbean plates.","[{'Leeward Antilles islands Aruba': 'LOCATION'}, {'Bonaire': 'LOCATION'}, {'Cura\\u00e7ao': 'LOCATION'}, {'Caribbean Sea': 'LOCATION'}, {'Venezuela': 'LOCATION'}, {'Andes range': 'LOCATION'}, {'American': 'LOCATION'}, {'Caribbean': 'LOCATION'}]",[],"[
  {'text': 'Leeward Antilles', 'value': 'LOCATION'},
  {'text': 'Aruba', 'value': 'LOCATION'},
  {'text': 'Bonaire', 'value': 'LOCATION'},
  {'text': 'Curaçao', 'value': 'LOCATION'},
  {'text': 'Caribbean Sea', 'value': 'LOCATION'},
  {'text': 'Venezuela', 'value': 'LOCATION'},
  {'text': 'Andes range', 'value': 'LOCATION'},
  {'text': 'South American', 'value': 'OTHER'},
  {'text': 'Caribbean', 'value': 'OTHER'}
]",[]
"In 1506, he took part in a coup to enthrone King Jungjong and was recorded in history as a meritorious subject who was involved in tranquilizing the state and received the title of Incheongun.",[{'Jungjong': 'PERSON'}],[],"[{'text': 'King Jungjong', 'value': 'PERSON'}, {'text': 'Incheongun', 'value': 'OTHER'}]",[]
A majority vote by IRIFF officials terminated him from his position.,[{'IRIFF': 'ORGANIZATION'}],[],"[{'text': 'IRIFF', 'value': 'ORGANIZATION'}]",[]
"On 22 July 1812, General Arthur Wellesley, Marquess Wellington's won a great victory over Marshal Auguste Marmont's Army of Portugal at the Battle of Salamanca.","[{'Arthur Wellesley': 'PERSON'}, {'Marquess Wellington': 'PERSON'}, {'Auguste Marmont': 'PERSON'}, {'Portugal': 'LOCATION'}, {'Battle of Salamanca': 'EVENT'}]",[],"[{'text': '22 July 1812', 'value': 'OTHER'}, {'text': 'Arthur Wellesley', 'value': 'PERSON'}, {'text': 'Marquess Wellington', 'value': 'PERSON'}, {'text': 'Auguste Marmont', 'value': 'PERSON'}, {'text': 'Army of Portugal', 'value': 'ORGANIZATION'}, {'text': 'Battle of Salamanca', 'value': 'EVENT'}, {'text': 'Salamanca', 'value': 'LOCATION'}]",[]
"The airline began operations in 2007 as an independent airline using branding licensed from the United Kingdom -based Virgin Group, which also controls the brand of the Virgin Atlantic and Virgin Australia airlines.","[{'United Kingdom': 'LOCATION'}, {'Virgin Group': 'ORGANIZATION'}, {'Virgin Atlantic': 'ORGANIZATION'}, {'Virgin Australia airlines': 'ORGANIZATION'}]",[],"[
{'text': 'United Kingdom', 'value': 'LOCATION'},
{'text': 'Virgin Group', 'value': 'ORGANIZATION'}, 
{'text': 'Virgin Atlantic', 'value': 'ORGANIZATION'},
{'text': 'Virgin Australia', 'value': 'ORGANIZATION'}
]",[]
"Five Guys has received numerous awards in D.C. area publications, including ``Number 1 Burger'' by`` Washingtonian Magazine ``for seven years.","[{'Five Guys': 'BUILDING'}, {'D.C.': 'LOCATION'}, {'Washingtonian Magazine': 'ORGANIZATION'}]",[],"[{'text': 'Five Guys', 'value': 'ORGANIZATION'}, {'text': 'D.C. area', 'value': 'LOCATION'}, {'text': 'Number 1 Burger', 'value': 'EVENT'}, {'text': 'Washingtonian Magazine', 'value': 'ORGANIZATION'}]",[]
while the track ``Zinda`` topped the songs chart.,[{'Zinda': 'ART'}],[],"[{'text': 'Zinda', 'value': 'PRODUCT'}]",[]
For more concepts see Proposed Uranus missions.,[{'Uranus': 'OTHER'}],[],"[{'text': 'Uranus', 'value': 'LOCATION'}, {'text': 'Proposed Uranus missions', 'value': 'EVENT'}]",[]
"After having graduated from the University of Ottawa, Desmarais went to Osgoode Law School until he began working for Sudbury Bus Lines Limited, the restructured bus company formed from the remnants of the Sudbury and Copper Cliff Suburban Electric Railway his grandfather had founded.","[{'University of Ottawa': 'ORGANIZATION'}, {'Desmarais': 'PERSON'}, {'Osgoode Law School': 'ORGANIZATION'}, {'Sudbury Bus Lines Limited': 'ORGANIZATION'}, {'Sudbury': 'ORGANIZATION'}, {'Copper Cliff Suburban Electric Railway': 'ORGANIZATION'}]",[],"[
{'text': 'University of Ottawa', 'value': 'ORGANIZATION'},
{'text': 'Desmarais', 'value': 'PERSON'},
{'text': 'Osgoode Law School', 'value': 'ORGANIZATION'},
{'text': 'Sudbury Bus Lines Limited', 'value': 'ORGANIZATION'},
{'text': 'Sudbury and Copper Cliff Suburban Electric Railway', 'value': 'ORGANIZATION'},
{'text': 'Sudbury', 'value': 'LOCATION'},
{'text': 'Copper Cliff', 'value': 'LOCATION'}
]",[]
