key,side,num_constraints,num_satisfied,compliance_rate,strict_success,eval_text,constraints_json
3691,modified,2,2,100.0,1,I was walking home from school today and something felt off. The sun was beating down but there was this weird chill running through my body. I first noticed him about three blocks from my house - a tall man in a dark jacket who kept matching my pace. Every time I sped up he sped up too. My heart started racing when I realized he was definitely following me. I ducked into the corner store and texted my mom to come get me right away. The man stood outside for what felt like forever just staring through the window. Mom finally pulled up and I ran to her car as fast as I could. I'm safe now but I can't shake this horrible feeling that he's still out there somewhere watching and waiting.,"[{""constraint_id"": ""length_constraints:number_sentences"", ""passed"": true}, {""constraint_id"": ""punctuation:no_comma"", ""passed"": true}]"
3369,modified,2,2,100.0,1,"Write a limerick about a customer who is always right. The word ""right"" should appear less than 2 times in the response.

There once was a shopper so bold,
Who claimed every truth that she told,
She'd argue all day,
""It's just as I say!""
Till clerks did exactly as they're told!","[{""constraint_id"": ""combination:repeat_prompt"", ""passed"": true}, {""constraint_id"": ""keywords:frequency"", ""passed"": true}]"
1137,modified,2,2,100.0,1,"{
  ""explanation_fr"": ""Une alimentation saine est essentielle pour maintenir et restaurer la santé du corps. Les fruits, légumes, protéines maigres et céréales complètes fournissent les vitamines, minéraux et nutriments nécessaires pour renforcer le système immunitaire. Un régime équilibré aide à réparer les cellules, combat l'inflammation et accélère le processus de guérison. En choisissant des aliments naturels et non transformés, on donne à notre organisme les outils dont il a besoin pour se régénérer et retrouver son équilibre optimal.""
}","[{""constraint_id"": ""detectable_format:json_format"", ""passed"": true}, {""constraint_id"": ""keywords:forbidden_words"", ""passed"": true}]"
2250,modified,1,1,100.0,1,"When it comes to installing a car seat, the first and most crucial step is carefully reading the instruction manual for both your vehicle and the car seat itself. Every car seat model is different, and vehicle manufacturers have specific requirements for car seat installation. Pay special attention to weight limits, height restrictions, and age recommendations to ensure you've chosen the appropriate seat for your child.


The installation process begins with choosing the safest location in your vehicle, which is typically the center of the back seat. This position provides maximum protection from side impacts. Ensure the car seat base is positioned at the correct angle, especially for infant seats. Most car seats have built-in angle indicators or adjusters to help you achieve the proper recline angle, which is particularly important for newborns who need support for their heads and necks.


Whether you're using the LATCH system (Lower Anchors and Tethers for Children) or the vehicle's seat belt for installation, the key is achieving a tight, secure fit. The car seat should not move more than one inch side-to-side or front-to-back when tested at the belt path. If using a seat belt, make sure it's locked by pulling it all the way out and then letting it retract, and check your vehicle manual for specific instructions about using seat belts with car seats.


Elm Street Safety Center and other professional fitting stations recommend having your installation checked by a certified child passenger safety technician. These experts can verify that you've installed the seat correctly and can provide valuable tips specific to your vehicle and car seat model. Many local fire stations, police departments, and hospitals offer free car seat inspections, which can give you peace of mind knowing your precious cargo is properly secured.","[{""constraint_id"": ""length_constraints:nth_paragraph_first_word"", ""passed"": true}]"
1377,modified,1,1,100.0,1,"Here's a planning doc for a software engineering task:

Part 1. Task Summary
Implement a new user authentication system using OAuth 2.0 to replace the current basic authentication system. This will include integrating with multiple identity providers (Google, Facebook, Apple) and updating the existing login flow across web and mobile platforms.
***
Part 2. Motivation
Current authentication system has several limitations:
- No support for social login
- Password reset process is cumbersome
- Security vulnerabilities in plain text password storage
- High customer support tickets related to login issues
- Need for better compliance with security standards
***
Part 3. Milestone objectives
1. Research & Design Phase
   - Evaluate OAuth providers
   - Design new authentication flow
   - Create security documentation
   - Get stakeholder approval

2. Implementation Phase
   - Set up OAuth 2.0 server
   - Implement Google OAuth integration
   - Implement Facebook OAuth integration
   - Implement Apple OAuth integration
   - Create new API endpoints

3. Integration Phase
   - Update web frontend
   - Update iOS app
   - Update Android app
   - Implement token management

4. Testing & Deployment
   - Unit testing
   - Integration testing
   - Security audit
   - Beta testing
   - Production deployment
***
Part 4. Timeline
Week 1-2: Research & Design Phase
Week 3-5: Implementation Phase
Week 6-7: Integration Phase
Week 8-9: Testing & Deployment
Week 10: Buffer for unexpected issues

Total estimated time: 10 weeks
***
Part 5. Doc history
v1.0 - 2023-06-14: Initial draft
v1.1 - 2023-06-15: Added Apple OAuth requirement
v1.2 - 2023-06-16: Updated timeline based on team feedback
v1.3 - 2023-06-17: Added security audit milestone","[{""constraint_id"": ""length_constraints:number_paragraphs"", ""passed"": true}]"
2829,modified,1,1,100.0,1,"""I don't have any information about a specific man traveling from Saskatoon to Helsinki for a piano. Without more context about this particular situation, I cannot explain why this journey took place. If this is a real scenario you're asking about, you would need to provide more details about the person and circumstances involved.""","[{""constraint_id"": ""startend:quotation"", ""passed"": true}]"
1476,modified,2,2,100.0,1,Get ready for an exciting update: Cognitive Services is transforming into Azure Applied AI Services! This change reflects Microsoft's commitment to making artificial intelligence more practical and accessible for developers.,"[{""constraint_id"": ""keywords:forbidden_words"", ""passed"": true}, {""constraint_id"": ""length_constraints:number_sentences"", ""passed"": true}]"
3434,modified,2,2,100.0,1,"first names are fascinating cultural artifacts that reveal much about our society and its evolution over time. parents often spend months deliberating over the perfect name for their child, considering factors like family traditions, cultural significance, and potential nicknames. some choose names that honor relatives or historical figures, while others opt for unique or trendy options that help their child stand out.


jasper, michael, emma, and sophia - these names each carry their own weight and history. while some names remain consistently popular across generations, others surge and fade with changing times and cultural influences. biblical names like john and mary dominated western naming conventions for centuries, but modern parents increasingly draw inspiration from diverse sources including nature, literature, and popular media.


the impact of a first name can be significant throughout one's life, potentially affecting everything from job prospects to social interactions. studies have shown that people make unconscious judgments based on names, associating certain ones with specific personality traits or socioeconomic backgrounds. despite this, naming trends continue to evolve, with traditional boundaries between masculine and feminine names becoming increasingly fluid and multicultural influences reshaping naming conventions across the globe.","[{""constraint_id"": ""change_case:english_lowercase"", ""passed"": true}, {""constraint_id"": ""length_constraints:nth_paragraph_first_word"", ""passed"": true}]"
1392,modified,3,2,66.66666666666667,0,"<<Political Division Deepens as House Speaker Race Continues to Stall Congressional Progress>>

The ongoing turmoil in the House of Representatives has reached unprecedented levels as Republicans struggle to unite behind a new Speaker following Jim Jordan's withdrawal from consideration, leaving critical legislation and international aid packages in limbo while government shutdown concerns loom on the horizon. The political gridlock has not only highlighted the deep fractures within the Republican Party but has also drawn attention away from other pressing national issues, including President Biden's recent request for a $105 billion emergency spending package that would provide crucial support to Ukraine and Israel, enhance border security measures, and address humanitarian needs in various global conflict zones. As the United States grapples with these domestic challenges, international observers and allies have expressed growing concern about America's ability to maintain its leadership role in global affairs, particularly in light of the escalating conflicts in the Middle East and Eastern Europe, where decisive action and unified support from Washington are seen as essential elements in maintaining geopolitical stability. Meanwhile, financial markets have shown increased volatility as investors weigh the potential economic impact of prolonged congressional dysfunction, with analysts warning that continued political paralysis could have far-reaching consequences for everything from defense spending to social programs, while also potentially affecting America's credit rating and its standing in the global economic order.","[{""constraint_id"": ""detectable_format:title"", ""passed"": true}, {""constraint_id"": ""length_constraints:number_sentences"", ""passed"": true}, {""constraint_id"": ""length_constraints:number_words"", ""passed"": false}]"
3429,modified,2,2,100.0,1,"Here's a story about love and Tourette's syndrome:

Section 1
John first noticed Sarah at the local coffee shop where she worked as a barista. Her sudden vocal tics and occasional arm movements initially caught his attention, but it was her radiant smile that made his heart skip a beat. He found himself visiting the coffee shop more frequently, always choosing her line even when it was longer. Sarah's Tourette's syndrome manifested in various ways – sometimes it was a sharp ""beep"" sound, other times a quick shoulder shrug, but she never let it define her. The other customers seemed uncomfortable when her tics appeared, but John found them endearing, just another part of what made her unique. He admired how she handled herself with grace and humor, often making light of situations that could have been awkward. After weeks of casual conversation over coffee orders, John finally worked up the courage to ask her out. To his surprise and delight, she said yes.

Section 2
Their first date was at a quiet restaurant by the lake. Sarah was initially nervous about being in a more intimate setting, worried her tics might be more noticeable. John made sure to choose a corner table, giving them privacy and making her feel more comfortable. They talked for hours about their lives, dreams, and experiences. Sarah shared stories about growing up with Tourette's, the challenges she faced, and how she learned to embrace her condition rather than hide from it. John listened intently, asking thoughtful questions and sharing his own vulnerabilities. The evening was punctuated by Sarah's occasional tics, but they both found themselves laughing together when she suddenly blurted out random words during particularly serious moments. Their connection grew stronger as they realized they could be completely themselves with each other. The date ended with a gentle kiss and plans for many more to come.

Section 3
As their relationship deepened, John and Sarah faced various challenges together. Some of Sarah's family members were skeptical about their relationship, worried that John might eventually grow tired of dealing with her condition. His friends sometimes made insensitive comments, not understanding how he could be so accepting of her tics. But John remained steadfast in his love for Sarah, defending her when necessary and supporting her through difficult times. They developed their own ways of handling public situations, like using humor to diffuse tension when her tics drew unwanted attention. Sarah's confidence grew as she realized John truly loved her for who she was, Tourette's and all. They created their own language of understanding, with John often able to sense when Sarah needed space or support. Their love became stronger through each challenge they faced together. The couple started attending Tourette's syndrome support groups, where they met other couples dealing with similar situations. These meetings helped them build a community of understanding and acceptance.

Section 4
After two years of dating, John proposed to Sarah during a quiet moment at home. He chose this setting because he knew she would be most comfortable there, where she could be completely herself. The wedding planning brought its own set of concerns, with Sarah worried about having tics during the ceremony. They decided to have a small, intimate ceremony with only close friends and family who understood and accepted them. On their wedding day, Sarah's tics were present as always, but they only made the ceremony more genuine and touching. When she suddenly shouted ""pickle"" during their vows, both they and their guests shared a warm laugh. Their love story became an inspiration to others in the Tourette's community, showing that true love sees beyond conditions and embraces all aspects of a person. Years later, they started a support group for couples dealing with neurological conditions, sharing their experiences and helping others find hope. Their story proved that love isn't about finding someone perfect, but about finding someone who is perfect for you, exactly as you are. Through all their years together, John never saw Sarah's Tourette's as something to overcome or tolerate – it was simply part of the woman he loved, just like her kindness, her sense of humor, and her beautiful heart.

The story of John and Sarah continues to inspire others, showing that love knows no boundaries and that acceptance and understanding are the foundations of any lasting relationship. They faced their challenges together, grew stronger through adversity, and built a life filled with love, laughter, and mutual respect. Their journey proved that when you truly love someone, you love all of them, not despite their differences but because of them. As they grew older together, their bond only strengthened, and they continued to face life's challenges with the same understanding and acceptance that brought them together in the first place. Their love story became a testament to the power of looking beyond the surface and finding the beauty in every person's unique qualities.","[{""constraint_id"": ""detectable_format:multiple_sections"", ""passed"": true}, {""constraint_id"": ""length_constraints:number_sentences"", ""passed"": true}]"
1021,modified,2,2,100.0,1,"PARAGRAPH 1:
This absolutist statement oversimplifies the complex relationship between law, morality, and civil society. While there are historical examples of unjust laws that warranted civil disobedience, such as segregation laws or apartheid, advocating for blanket disregard of ""bad"" laws creates a dangerous precedent. The statement fails to address who determines whether a law is ""bad,"" and it ignores the existence of legal channels for changing problematic legislation through democratic processes.

PARAGRAPH 2:
Furthermore, the statement promotes a potentially chaotic approach to civic responsibility that could undermine the rule of law and social order. Even when laws are imperfect, they often serve important functions in maintaining public safety and protecting individual rights. A more nuanced approach would be to advocate for legal reform while recognizing that selective law-breaking based on personal judgment could lead to societal instability and the erosion of democratic institutions. The statement would be more constructive if it encouraged civic engagement and legal activism rather than simple disobedience.","[{""constraint_id"": ""change_case:english_capital"", ""passed"": true}, {""constraint_id"": ""detectable_format:multiple_sections"", ""passed"": true}]"
163,modified,2,2,100.0,1,"""Mesa, Arizona 5-Day Itinerary

Day 1:
- Start your morning at the lovely Arizona Museum of Natural History
- Explore the local desert landscape at Usery Mountain Regional Park
- Lunch at a local Mexican restaurant in downtown Mesa
- Afternoon visit to the Mesa Arts Center
- Evening stroll along Main Street, followed by dinner

Day 2:
- Begin with breakfast at T.C. Eggington's
- Spend the morning at the Salt River, looking for wild horses
- Lunch at Postino East
- Explore the Mesa Temple Gardens
- Cool off at Golfland Sunsplash water park

Day 3:
- Early morning hot air balloon ride over the valley
- Visit the i.d.e.a. Museum
- Lunch at Republica Empanada
- Afternoon shopping at Superstition Springs Center
- Evening ghost tour of downtown Mesa's historical buildings

Day 4:
- Day trip to the legendary Superstition Mountains
- Hike the Lost Dutchman State Park trails
- Picnic lunch in the wilderness
- Visit Goldfield Ghost Town
- Dinner at Liberty Market

Day 5:
- Morning visit to the Mesa Grande Cultural Park
- Learn about local agriculture at True Garden Urban Farm
- Lunch at Worth Takeaway
- Relax at the luxurious Life Time Fitness spa
- Farewell dinner at Handlebar Diner

This itinerary balances cultural activities, outdoor adventures, and local dining experiences while exploring the best of Mesa's attractions.""","[{""constraint_id"": ""startend:quotation"", ""passed"": true}, {""constraint_id"": ""keywords:letter_frequency"", ""passed"": true}]"
3166,modified,1,1,100.0,1,"1. Create a Goods Movement document with transaction code MIGO
2. Select movement type (e.g., 101, 102, 261, etc.)
3. Enter plant code
4. Input storage location
5. Specify material number
6. Enter quantity to be moved
7. Add batch number (if applicable)
8. Input movement date
9. Reference any related documents
10. Check posting date
11. Verify material details
12. Enter any additional text or notes
13. Save document
14. Note down document number
15. Post the Goods Movement
16. Print document (if required)
17. File/archive supporting documents
18. Update inventory records
19. Verify posting in material document
20. Check inventory balance in MB52","[{""constraint_id"": ""keywords:forbidden_words"", ""passed"": true}]"
2422,modified,2,2,100.0,1,"<<THE STARTUP PUP BLUES>>

THERE WAS A STARTUP IN THE BAY
SELLING PREMIUM DOG FOOD EVERY DAY
THEY RAISED MILLIONS FROM VC'S
FOR ORGANIC KIBBLE WITH ARTISAN PEAS

CHORUS:
OH, THEY BURNED THROUGH CASH LIKE IT WAS FREE
BUT FORGOT ONE THING, YOU SEE
THE DOGS DON'T HAVE CREDIT CARDS TO PAY
NOW THEY'RE SELLING TREATS ON EBAY!

THEY HAD AN APP AND BLOCKCHAIN TOO
AI-POWERED FOOD FOR ROVER AND BOO
THEIR VALUATION WENT SKY-HIGH
TILL THEY REALIZED DOGS CAN'T BUY!

(REPEAT CHORUS)","[{""constraint_id"": ""change_case:english_capital"", ""passed"": true}, {""constraint_id"": ""detectable_format:title"", ""passed"": true}]"
2069,modified,2,1,50.0,0,"A psychologist is a trained mental health professional who studies human behavior, emotions, cognitive processes, and mental health conditions. They use various scientific methods and therapeutic techniques to help individuals understand and overcome psychological challenges. Psychologists can work in different settings, including private practice, hospitals, schools, research institutions, and corporations.

These professionals may specialize in different areas such as clinical psychology, counseling, educational psychology, industrial-organizational psychology, or forensic psychology. They conduct psychological assessments, provide therapy, perform research, and develop treatment plans for various mental health issues like anxiety, depression, trauma, and behavioral disorders.

Unlike psychiatrists, psychologists typically cannot prescribe medication (except in a few U.S. states). Instead, they focus on talk therapy and behavioral interventions to help their clients achieve better mental health and well-being.","[{""constraint_id"": ""length_constraints:number_words"", ""passed"": true}, {""constraint_id"": ""length_constraints:number_words"", ""passed"": false}]"
3513,modified,1,1,100.0,1,"JOHN SMITH
San Francisco, CA | (555) 123-4567 | john.smith@email.com | GITHUB.COM/johnsmith

PROFESSIONAL SUMMARY
Results-driven SOFTWARE ENGINEER with 5+ years of experience developing scalable applications and implementing CLOUD-BASED solutions. Proven track record of delivering HIGH-PERFORMANCE systems using AGILE methodologies.

TECHNICAL SKILLS
- Programming Languages: PYTHON, JAVA, JAVASCRIPT, TYPESCRIPT
- Frameworks/Libraries: REACT.JS, NODE.JS, SPRING BOOT
- Cloud Platforms: AWS, DOCKER, KUBERNETES
- Databases: POSTGRESQL, MONGODB, Redis
- Tools: GIT, JENKINS, JIRA, Confluence

PROFESSIONAL EXPERIENCE

Senior Software Engineer | TechCorp Inc. | San Francisco, CA | 2020-Present
- Led development of MICROSERVICES architecture serving 1M+ daily users
- Implemented CI/CD pipelines reducing deployment time by 60%
- Mentored junior developers and conducted code reviews for team of 8
- Optimized database queries resulting in 40% performance improvement

Software Engineer | Innovation Systems | Mountain View, CA | 2018-2020
- Developed RESTful APIs supporting FULL-STACK applications
- Implemented OAUTH authentication system enhancing security protocols
- Reduced system downtime by 75% through improved monitoring
- Collaborated with product teams to define technical requirements

Junior Software Engineer | StartUp Solutions | San Jose, CA | 2017-2018
- Built responsive web applications using MODERN JAVASCRIPT frameworks
- Implemented automated testing achieving 90% code coverage
- Participated in daily SCRUM meetings and sprint planning

EDUCATION
B.S. Computer Science
University of California, Berkeley | 2013-2017

CERTIFICATIONS
- AWS Certified Solutions Architect
- CERTIFIED SCRUM MASTER
- MongoDB Certified Developer

ACHIEVEMENTS
- Received ""ENGINEER OF THE YEAR"" award (2021)
- Published 3 technical articles on MEDIUM.COM
- Speaker at BAY AREA TECH Conference 2022","[{""constraint_id"": ""change_case:capital_word_frequency"", ""passed"": true}]"
3739,modified,1,1,100.0,1,"In Shakespeare's Othello, jealousy is referred to as ""the green-eyed monster,"" a phrase that has become synonymous with the emotion of jealousy itself.","[{""constraint_id"": ""length_constraints:number_sentences"", ""passed"": true}]"
1281,modified,2,2,100.0,1,"Write a limerick about Hannah, a college student, doing an internship at a coffee company. Make sure that her father would love the limerick. Include the words ""intern"" and ""grow"".

There once was an intern named Hannah
Who worked with such passion and manna
At the coffee place where
She learned with such flair
How to grow as a true business planna!","[{""constraint_id"": ""combination:repeat_prompt"", ""passed"": true}, {""constraint_id"": ""keywords:existence"", ""passed"": true}]"
2925,modified,1,1,100.0,1,"SECTION 1
An anarchist in Tulsa walks into a BBQ restaurant and sees a sign that says ""No Rules Ribs.""

SECTION 2
He gets excited and starts telling all his anarchist friends about this amazing anti-establishment restaurant he found.

SECTION 3
Turns out it was just bad grammar - they meant ""No, Rules Ribs"" because the owner's last name was Rules. The anarchists still come every Tuesday for the cornbread though.","[{""constraint_id"": ""detectable_format:multiple_sections"", ""passed"": true}]"
201,modified,1,1,100.0,1,"Here's a story avoiding the letter 'i' (except for two uses):

Mark sat at the bar, drumming calloused hands on wooden surfaces. Three empty glasses stood before him. Thunder cracked outside as rain pelted the windows.

""Rough day?"" asked the bartender, a tall man named Pete.

""Yeah. Lost my job,"" Mark muttered, pushing a glass forward. ""Another round.""

Pete poured amber beer smoothly. ""Sorry to hear that. What happened?""

""New boss came along. Made cuts."" Mark took a deep breath. ""Twenty years at that place, gone just like that.""

Sarah, Mark's ex, walked through the door. Her presence made the room feel colder.

""Well, look who's here,"" she said, taking the stool next to him. ""Still drowning problems?""

""Leave me alone.""

""You know, things might have worked out if—""

""Don't start,"" Mark interrupted. ""Not today.""

Pete moved closer, watching the exchange carefully.

Thunder boomed again. Mark stood up, dropped cash on the counter, and headed toward the door. Cold autumn air rushed past as he stepped into darkness, leaving memories behind with each step forward.","[{""constraint_id"": ""keywords:letter_frequency"", ""passed"": true}]"
2567,modified,1,1,100.0,1,"Training Your Dog: A Kid's Guide to Being a Pawsome Teacher!

Teaching your dog new tricks and good behavior can be super fun, and you'll be amazed at how smart your furry friend is! Here's a simple guide to help you become an awesome dog trainer.

Start with the Basics
Before jumping into fancy tricks, start with simple commands like ""sit,"" ""stay,"" and ""come."" These are like building blocks - the more your dog learns these basics, the less trouble you'll have teaching harder stuff later!

Keep Training Sessions Short
Dogs, especially puppies, have short attention spans (kind of like younger siblings!). Keep training sessions to 5-10 minutes. This means your dog will be less likely to get bored or frustrated.

Use Positive Rewards
Dogs love treats and praise! When your pup does something right, reward them with a small treat and lots of excitement. Remember, training should be fun for both of you - not punishment.

Be Patient and Consistent
Just like learning to ride a bike, your dog needs time to understand new commands. Use the same words every time, and don't get discouraged if they don't get it right away.

Practice Makes Perfect
The finale of your training journey won't happen overnight. Practice the same commands daily, and slowly add new ones as your dog masters the old ones.

Safety First
Always have a grown-up nearby when training your dog. They can help make sure everyone stays safe and can give you tips along the way.

Fun Training Games
- Hide and Seek: Great for teaching ""come""
- Fetch: Perfect for learning ""drop it""
- Follow the Leader: Helps with walking on a leash

Remember These Tips:
1. Be gentle and patient
2. Use clear commands
3. Always reward good behavior
4. Keep sessions short and fun
5. Practice regularly

With these tips and lots of love, you'll be amazed at what you and your four-legged friend can accomplish together. Before you know it, you'll have a well-trained pup who's ready to show off their new skills to family and friends!

Happy Training! 🐾","[{""constraint_id"": ""keywords:existence"", ""passed"": true}]"
19,modified,2,1,50.0,0,"The Tale of the Mysterious Bug: A Developer's Riddle

I am the bane of every coder's existence,
A digital phantom that defies persistence.
In production, I dance with glee,
But in testing, no one can seem to see me.

What am I? Let me give you more clues as we embark on this debugging adventure...

I appear when deadlines loom near,
Making developers shed a worried tear.
The project manager's getting stressed,
While QA swears everything passed their tests.

I hide in loops and nested calls,
Behind functions and database walls.
Sometimes I crash your application,
Other times, I cause subtle deviation.

The junior dev says, ""It works on my machine!""
The senior dev's face turns slightly green.
The DevOps team checks the logs with care,
But my tracks are nowhere to be there.

I love to show up on Friday nights,
When everyone's packed up and turned off their lights.
The on-call engineer gets the alert,
While I'm having fun making their systems hurt.

Here's another hint, if you dare:
I multiply like rabbits when nobody's there.
Memory leaks? That's child's play!
I prefer to strike in a more creative way.

Race conditions are my favorite game,
Null pointer exceptions? Too simple and tame.
I thrive in edge cases rarely explored,
In boundary conditions often ignored.

The stack trace points to line eighty-three,
But that's just where I want you to be.
The real problem lies somewhere else,
In code that everyone else thinks helps.

Print statements litter the codebase now,
As developers try to figure out how
I manage to break their precious code,
Making their applications implode.

""Have you tried turning it off and on?""
Says the intern with a suppressed yawn.
The architect strokes his graying beard,
Wondering if his design's as good as he feared.

In meetings, they discuss my nature,
While I corrupt another feature.
The whiteboard fills with complex flows,
But my true identity nobody knows.

Version control gets blamed at first,
""Git merge gone wrong!"" someone bursts.
But rolling back solves nothing here,
I'm more persistent than they fear.

The answer? Well, let me reveal:
I'm that bug that makes developers feel
Like they're chasing their own tail,
A race condition at such fine scale.

That millisecond timing gap,
When two threads fall into my trap.
In testing, I'm too shy to show,
But in production, that's where I grow!

The fix? A simple lock would do,
Or better yet, make the function thread-safe too.
But finding where to put that fix,
Now that's what makes this problem stick!

So next time when your code acts weird,
And all the usual suspects are cleared,
Remember this little tale of mine,
And check your threads, line by line.

For I am the concurrency bug so sly,
Making developers want to cry.
But with proper synchronization in place,
I'll vanish without leaving a trace.

The moral of this riddling tale:
When debugging makes you want to wail,
Sometimes the problem's timing-bound,
In threads where race conditions are found.

So lock your resources, one by one,
And watch your thread safety, when all is done.
For bugs like me love to play and hide,
In code where multiple threads reside!

Remember, dear reader, in your coding quest:
Even the sneakiest bugs can be put to rest.
With patience, logic, and systematic thought,
Every bug can eventually be caught!","[{""constraint_id"": ""length_constraints:number_words"", ""passed"": false}, {""constraint_id"": ""length_constraints:number_words"", ""passed"": true}]"
1005,modified,1,1,100.0,1,"[FULL NAME]
[ADDRESS]
[CITY, STATE ZIP]
[PHONE NUMBER]
[EMAIL ADDRESS]

OBJECTIVE
Motivated and enthusiastic high school graduate seeking an entry-level position to gain professional experience while utilizing strong communication and organizational skills.

EDUCATION
[HIGH SCHOOL NAME]
[CITY, STATE]
Graduation Date: [MONTH YEAR]
GPA: [X.XX]

ACHIEVEMENTS & ACTIVITIES
• Honor Roll student: [SEASONS/YEARS]
• Member of [CLUB NAME] Club
• Participated in [SPORT/ACTIVITY]
• Volunteer at [ORGANIZATION NAME]

SKILLS
• Proficient in Microsoft Office (Word, Excel, PowerPoint)
• Strong verbal and written communication
• Basic customer service experience through school projects
• Detail-oriented and organized
• Quick learner with ability to adapt to new situations
• Bilingual: English and [SECOND LANGUAGE]

VOLUNTEER EXPERIENCE
[ORGANIZATION NAME]
[CITY, STATE]
[MONTH YEAR] - Present
• Assisted with [SPECIFIC TASK]
• Collaborated with team members to [SPECIFIC ACHIEVEMENT]
• Contributed [NUMBER] hours of community service

REFERENCES
Available upon request","[{""constraint_id"": ""detectable_content:number_placeholders"", ""passed"": true}]"
3025,modified,1,1,100.0,1,"* Desert locations provide vast, flat terrain with minimal development costs, making them ideal for constructing large oval race tracks
* The arid desert climate means fewer rain delays and more predictable racing conditions year-round
* Desert areas typically have fewer noise restrictions and residential concerns, allowing for unrestricted racing activities","[{""constraint_id"": ""detectable_format:number_bullet_lists"", ""passed"": true}]"
1072,modified,1,1,100.0,1,"The Surprising Benefits of Hammock Sleeping: Why You Should Consider Swapping Your Bed

For thousands of years, people across various cultures have used hammocks for rest and relaxation. While many of us think of hammocks as casual backyard lounging equipment, there's growing evidence suggesting that sleeping in a hammock might offer several unexpected health and wellness benefits. Let's explore why you might want to consider making the switch from your traditional mattress to a gently swaying hammock.

Better Sleep Quality
Research has shown that the gentle rocking motion of a hammock can help you fall asleep faster and achieve deeper sleep. This swaying movement synchronizes brain waves during sleep, leading to longer periods of N2 sleep – the type of non-REM sleep that takes up about half of a good night's rest. The rocking sensation is similar to what we experienced as babies being rocked to sleep, which might explain why many people find it so naturally comforting.

Improved Posture and Back Health
When properly set up at a 30-degree angle, hammocks can provide excellent support for your back. Unlike traditional mattresses that may have pressure points or uneven support, hammocks naturally conform to your body's shape. The slight curve of a hammock helps align your spine, potentially reducing back pain and promoting better posture. Many hammock enthusiasts report waking up with fewer aches and pains compared to traditional bed sleeping.

Zero Pressure Points
In a hammock, your weight is evenly distributed across the entire surface, eliminating the pressure points that often occur on mattresses. This can be particularly beneficial for people who suffer from joint pain or those who tend to toss and turn at night due to discomfort.

Improved Circulation
The slightly elevated position of your head while sleeping in a hammock can promote better blood circulation throughout your body. This natural elevation may also help reduce congestion and could be beneficial for people who suffer from acid reflux or sleep apnea.

Environmental Benefits
Switching to hammock sleeping can be an environmentally conscious choice. Hammocks take up less space, require fewer materials to manufacture, and don't need to be replaced as frequently as traditional mattresses. This means less waste in landfills and a smaller environmental footprint.

Cost-Effective Solution
Quality hammocks are generally less expensive than premium mattresses and can last for many years with proper care. They're also portable, making them perfect for both home use and travel.

Better Air Circulation
The suspended nature of hammock sleeping allows for better air circulation around your body, which can help regulate temperature during sleep. This can be particularly beneficial in warmer climates or during summer months.

Reduced Dust Mite Exposure
Unlike traditional mattresses, hammocks don't harbor dust mites and other allergens to the same degree. This makes them an excellent choice for allergy sufferers and anyone concerned about indoor air quality.

Getting Started with Hammock Sleeping
If you're interested in trying hammock sleeping, start gradually. Consider beginning with naps to adjust to the new sleeping position. Ensure proper setup with appropriate hanging angles and distance, and choose a hammock made from breathable, comfortable materials.

While hammock sleeping might not be for everyone, its numerous benefits make it worth considering as an alternative to traditional bedding. From improved sleep quality to better posture and environmental benefits, hammocks offer a unique and potentially healthier way to rest. As with any significant change to your sleep routine, consult with healthcare professionals if you have specific health concerns or conditions.

Remember, the key to successful hammock sleeping lies in proper setup and choosing the right hammock for your needs. With some patience and adjustment time, you might find yourself joining the growing number of people who have discovered the wonderful world of hammock sleeping.","[{""constraint_id"": ""length_constraints:number_words"", ""passed"": true}]"
2617,modified,1,1,100.0,1,"Each morning, Tulsa picks up her clients' dogs according to a carefully planned schedule, walking 4-5 dogs at a time through local parks and neighborhoods. She ensures each dog gets proper exercise, bathroom breaks, and fresh water while maintaining control of multiple leashes and different temperaments. During the walks, she monitors each dog's behavior and energy levels, making notes to share with their owners. Throughout the day, she completes several walking circuits with different groups of dogs, taking care to follow each owner's specific instructions for their pet's needs. At the end of each walk, she returns the dogs safely home, refills water bowls, and sends brief updates to their owners.","[{""constraint_id"": ""length_constraints:number_sentences"", ""passed"": true}]"
1939,modified,1,1,100.0,1,"Here are some popular puppy training methods and approaches:

1. Positive Reinforcement Training
- Uses treats, praise, and toys as rewards
- Focuses on encouraging good behavior
- Very effective and builds strong bonds
- Gentle and puppy-friendly approach

2. Clicker Training
- Uses a clicking sound to mark correct behaviors
- Very precise timing for learning
- Can be combined with treats
- Popular among professional trainers

3. Crate Training
- Provides a safe space for your puppy
- Helps with house training
- Prevents destructive behavior
- Gives puppy a ""den"" feeling

4. Professional Training Classes
- Structured environment
- Expert guidance
- Socialization with other puppies
- Learn from experienced trainers

5. Mixed Method Approach
- Combines different training techniques
- Adaptable to your puppy's personality
- Flexible for different situations
- Can be customized as needed

Important considerations for choosing:
- Your puppy's age and temperament
- Your time availability
- Your confidence level
- Your budget
- Your living situation

Which one you choose?","[{""constraint_id"": ""startend:end_checker"", ""passed"": true}]"
2314,modified,1,1,100.0,1,"* Oreo
* Domino
* Tuxedo","[{""constraint_id"": ""detectable_format:number_bullet_lists"", ""passed"": true}]"
